"","union","performance","framing","id","round","trial","overextraction","observer","overext_observed","report","punished","round_profit","group_id"
"1",1,1,1,"321121",1,0,25,NA,NA,NA,NA,930,"121"
"2",1,1,1,"642111",1,0,15,NA,NA,NA,NA,1050,"111"
"3",1,1,1,"963121",1,0,50,NA,NA,NA,NA,1300,"121"
"4",1,1,1,"1284111",1,0,0,NA,NA,NA,NA,820,"111"
"5",1,1,1,"1605111",1,0,0,NA,NA,NA,NA,820,"111"
"6",1,1,1,"1926121",1,0,0,NA,NA,NA,NA,550,"121"
"7",1,1,1,"2247121",1,0,2,NA,NA,NA,NA,580,"121"
"8",1,1,1,"2568121",1,0,12,NA,NA,NA,NA,730,"121"
"9",1,1,1,"2889111",1,0,0,NA,NA,NA,NA,820,"111"
"10",1,1,1,"3210111",1,0,20,NA,NA,NA,NA,1120,"111"
"11",1,1,1,"321121",2,0,40,NA,NA,NA,NA,1070,"121"
"12",1,1,1,"642111",2,0,15,NA,NA,NA,NA,970,"111"
"13",1,1,1,"963121",2,0,50,NA,NA,NA,NA,1220,"121"
"14",1,1,1,"1284111",2,0,5,NA,NA,NA,NA,820,"111"
"15",1,1,1,"1605111",2,0,0,NA,NA,NA,NA,750,"111"
"16",1,1,1,"1926121",2,0,0,NA,NA,NA,NA,470,"121"
"17",1,1,1,"2247121",2,0,3,NA,NA,NA,NA,520,"121"
"18",1,1,1,"2568121",2,0,12,NA,NA,NA,NA,650,"121"
"19",1,1,1,"2889111",2,0,10,NA,NA,NA,NA,900,"111"
"20",1,1,1,"3210111",2,0,20,NA,NA,NA,NA,1050,"111"
"21",1,1,1,"321121",3,0,30,NA,NA,NA,NA,980,"121"
"22",1,1,1,"642111",3,0,25,NA,NA,NA,NA,1000,"111"
"23",1,1,1,"963121",3,0,50,NA,NA,NA,NA,1280,"121"
"24",1,1,1,"1284111",3,0,5,NA,NA,NA,NA,700,"111"
"25",1,1,1,"1605111",3,0,0,NA,NA,NA,NA,620,"111"
"26",1,1,1,"1926121",3,0,0,NA,NA,NA,NA,530,"121"
"27",1,1,1,"2247121",3,0,2,NA,NA,NA,NA,560,"121"
"28",1,1,1,"2568121",3,0,12,NA,NA,NA,NA,710,"121"
"29",1,1,1,"2889111",3,0,25,NA,NA,NA,NA,1000,"111"
"30",1,1,1,"3210111",3,0,20,NA,NA,NA,NA,920,"111"
"31",1,1,1,"321121",4,0,45,NA,NA,NA,NA,1130,"121"
"32",1,1,1,"642111",4,0,20,NA,NA,NA,NA,900,"111"
"33",1,1,1,"963121",4,0,50,NA,NA,NA,NA,1210,"121"
"34",1,1,1,"1284111",4,0,5,NA,NA,NA,NA,680,"111"
"35",1,1,1,"1605111",4,0,0,NA,NA,NA,NA,600,"111"
"36",1,1,1,"1926121",4,0,0,NA,NA,NA,NA,460,"121"
"37",1,1,1,"2247121",4,0,1,NA,NA,NA,NA,470,"121"
"38",1,1,1,"2568121",4,0,12,NA,NA,NA,NA,640,"121"
"39",1,1,1,"2889111",4,0,4,NA,NA,NA,NA,660,"111"
"40",1,1,1,"3210111",4,0,50,NA,NA,NA,NA,1350,"111"
"41",1,1,1,"321121",5,0,35,NA,NA,NA,NA,1010,"121"
"42",1,1,1,"642111",5,0,45,NA,NA,NA,NA,930,"111"
"43",1,1,1,"963121",5,0,50,NA,NA,NA,NA,1230,"121"
"44",1,1,1,"1284111",5,0,5,NA,NA,NA,NA,330,"111"
"45",1,1,1,"1605111",5,0,0,NA,NA,NA,NA,260,"111"
"46",1,1,1,"1926121",5,0,0,NA,NA,NA,NA,480,"121"
"47",1,1,1,"2247121",5,0,3,NA,NA,NA,NA,530,"121"
"48",1,1,1,"2568121",5,0,15,NA,NA,NA,NA,710,"121"
"49",1,1,1,"2889111",5,0,48,NA,NA,NA,NA,980,"111"
"50",1,1,1,"3210111",5,0,50,NA,NA,NA,NA,1010,"111"
"51",1,1,1,"321121",6,0,40,NA,NA,NA,NA,1060,"121"
"52",1,1,1,"642111",6,0,50,NA,NA,NA,NA,1030,"111"
"53",1,1,1,"963121",6,0,50,NA,NA,NA,NA,1210,"121"
"54",1,1,1,"1284111",6,0,5,NA,NA,NA,NA,350,"111"
"55",1,1,1,"1605111",6,0,0,NA,NA,NA,NA,280,"111"
"56",1,1,1,"1926121",6,0,0,NA,NA,NA,NA,460,"121"
"57",1,1,1,"2247121",6,0,3,NA,NA,NA,NA,500,"121"
"58",1,1,1,"2568121",6,0,15,NA,NA,NA,NA,680,"121"
"59",1,1,1,"2889111",6,0,49,NA,NA,NA,NA,1010,"111"
"60",1,1,1,"3210111",6,0,40,NA,NA,NA,NA,880,"111"
"61",1,1,1,"321121",7,0,50,NA,NA,NA,NA,1160,"121"
"62",1,1,1,"642111",7,0,50,NA,NA,NA,NA,1040,"111"
"63",1,1,1,"963121",7,0,50,NA,NA,NA,NA,1160,"121"
"64",1,1,1,"1284111",7,0,5,NA,NA,NA,NA,360,"111"
"65",1,1,1,"1605111",7,0,0,NA,NA,NA,NA,290,"111"
"66",1,1,1,"1926121",7,0,0,NA,NA,NA,NA,410,"121"
"67",1,1,1,"2247121",7,0,2,NA,NA,NA,NA,440,"121"
"68",1,1,1,"2568121",7,0,15,NA,NA,NA,NA,640,"121"
"69",1,1,1,"2889111",7,0,47,NA,NA,NA,NA,990,"111"
"70",1,1,1,"3210111",7,0,40,NA,NA,NA,NA,890,"111"
"71",1,1,1,"321121",8,0,30,NA,NA,NA,NA,910,"121"
"72",1,1,1,"642111",8,0,50,NA,NA,NA,NA,970,"111"
"73",1,1,1,"963121",8,0,50,NA,NA,NA,NA,1210,"121"
"74",1,1,1,"1284111",8,0,20,NA,NA,NA,NA,520,"111"
"75",1,1,1,"1605111",8,0,0,NA,NA,NA,NA,220,"111"
"76",1,1,1,"1926121",8,0,0,NA,NA,NA,NA,460,"121"
"77",1,1,1,"2247121",8,0,3,NA,NA,NA,NA,500,"121"
"78",1,1,1,"2568121",8,0,25,NA,NA,NA,NA,830,"121"
"79",1,1,1,"2889111",8,0,46,NA,NA,NA,NA,910,"111"
"80",1,1,1,"3210111",8,0,40,NA,NA,NA,NA,820,"111"
"81",1,1,1,"321121",9,0,50,NA,NA,NA,NA,1110,"121"
"82",1,1,1,"642111",9,0,40,NA,NA,NA,NA,850,"111"
"83",1,1,1,"963121",9,0,50,NA,NA,NA,NA,1110,"121"
"84",1,1,1,"1284111",9,0,20,NA,NA,NA,NA,550,"111"
"85",1,1,1,"1605111",9,0,0,NA,NA,NA,NA,250,"111"
"86",1,1,1,"1926121",9,0,0,NA,NA,NA,NA,360,"121"
"87",1,1,1,"2247121",9,0,2,NA,NA,NA,NA,390,"121"
"88",1,1,1,"2568121",9,0,25,NA,NA,NA,NA,740,"121"
"89",1,1,1,"2889111",9,0,45,NA,NA,NA,NA,920,"111"
"90",1,1,1,"3210111",9,0,45,NA,NA,NA,NA,920,"111"
"91",1,1,1,"321121",10,0,50,NA,NA,NA,NA,1110,"121"
"92",1,1,1,"642111",10,0,40,NA,NA,NA,NA,930,"111"
"93",1,1,1,"963121",10,0,50,NA,NA,NA,NA,1110,"121"
"94",1,1,1,"1284111",10,0,5,NA,NA,NA,NA,410,"111"
"95",1,1,1,"1605111",10,0,0,NA,NA,NA,NA,330,"111"
"96",1,1,1,"1926121",10,0,0,NA,NA,NA,NA,360,"121"
"97",1,1,1,"2247121",10,0,3,NA,NA,NA,NA,400,"121"
"98",1,1,1,"2568121",10,0,25,NA,NA,NA,NA,730,"121"
"99",1,1,1,"2889111",10,0,48,NA,NA,NA,NA,1050,"111"
"100",1,1,1,"3210111",10,0,40,NA,NA,NA,NA,930,"111"
"101",1,1,1,"321121",11,0,25,0,NA,NA,1,0,"121"
"102",1,1,1,"642111",11,0,30,-1,NA,NA,NA,950,"111"
"103",1,1,1,"963121",11,0,50,1,3,0,NA,1610,"121"
"104",1,1,1,"1284111",11,0,5,1,0,0,NA,570,"111"
"105",1,1,1,"1605111",11,0,0,0,NA,NA,0,500,"111"
"106",1,1,1,"1926121",11,0,0,-1,NA,NA,NA,610,"121"
"107",1,1,1,"2247121",11,0,3,0,NA,NA,0,650,"121"
"108",1,1,1,"2568121",11,0,0,1,25,1,NA,610,"121"
"109",1,1,1,"2889111",11,0,25,1,40,1,NA,870,"111"
"110",1,1,1,"3210111",11,0,40,0,NA,NA,1,0,"111"
"111",1,1,1,"321121",12,0,0,1,0,0,NA,740,"121"
"112",1,1,1,"642111",12,0,35,1,0,0,NA,1100,"111"
"113",1,1,1,"963121",12,0,50,1,0,0,NA,1490,"121"
"114",1,1,1,"1284111",12,0,5,-1,NA,NA,NA,650,"111"
"115",1,1,1,"1605111",12,0,0,0,NA,NA,0,570,"111"
"116",1,1,1,"1926121",12,0,0,0,NA,NA,0,740,"121"
"117",1,1,1,"2247121",12,0,2,-1,NA,NA,NA,770,"121"
"118",1,1,1,"2568121",12,0,0,0,NA,NA,0,740,"121"
"119",1,1,1,"2889111",12,0,45,0,NA,NA,1,0,"111"
"120",1,1,1,"3210111",12,0,0,1,45,1,NA,570,"111"
"121",1,1,1,"321121",13,0,30,-1,NA,NA,NA,1030,"121"
"122",1,1,1,"642111",13,0,35,1,0,0,NA,1080,"111"
"123",1,1,1,"963121",13,0,50,0,NA,NA,1,0,"121"
"124",1,1,1,"1284111",13,0,5,0,NA,NA,1,0,"111"
"125",1,1,1,"1605111",13,0,0,0,NA,NA,0,560,"111"
"126",1,1,1,"1926121",13,0,0,0,NA,NA,0,580,"121"
"127",1,1,1,"2247121",13,0,3,1,50,1,NA,630,"121"
"128",1,1,1,"2568121",13,0,0,1,0,0,NA,580,"121"
"129",1,1,1,"2889111",13,0,48,1,5,1,NA,1280,"111"
"130",1,1,1,"3210111",13,0,0,-1,NA,NA,NA,560,"111"
"131",1,1,1,"321121",14,0,40,-1,NA,NA,NA,1140,"121"
"132",1,1,1,"642111",14,0,35,0,NA,NA,0,1090,"111"
"133",1,1,1,"963121",14,0,50,1,0,0,NA,1290,"121"
"134",1,1,1,"1284111",14,0,5,-1,NA,NA,NA,640,"111"
"135",1,1,1,"1605111",14,0,0,1,35,0,NA,820,"111"
"136",1,1,1,"1926121",14,0,0,0,NA,NA,0,540,"121"
"137",1,1,1,"2247121",14,0,2,1,0,0,NA,570,"121"
"138",1,1,1,"2568121",14,0,0,0,NA,NA,0,540,"121"
"139",1,1,1,"2889111",14,0,46,0,NA,NA,0,1260,"111"
"140",1,1,1,"3210111",14,0,0,1,46,0,NA,820,"111"
"141",1,1,1,"321121",15,0,40,0,NA,NA,1,0,"121"
"142",1,1,1,"642111",15,0,35,0,NA,NA,1,0,"111"
"143",1,1,1,"963121",15,0,50,1,0,0,NA,1280,"121"
"144",1,1,1,"1284111",15,0,0,1,0,0,NA,590,"111"
"145",1,1,1,"1605111",15,0,0,-1,NA,NA,NA,590,"111"
"146",1,1,1,"1926121",15,0,0,0,NA,NA,0,530,"121"
"147",1,1,1,"2247121",15,0,3,1,40,1,NA,580,"121"
"148",1,1,1,"2568121",15,0,0,-1,NA,NA,NA,530,"121"
"149",1,1,1,"2889111",15,0,46,1,35,1,NA,1280,"111"
"150",1,1,1,"3210111",15,0,0,0,NA,NA,0,590,"111"
"151",1,1,1,"321121",16,0,30,1,3,1,NA,1030,"121"
"152",1,1,1,"642111",16,0,35,0,NA,NA,0,1130,"111"
"153",1,1,1,"963121",16,0,50,1,0,0,NA,1330,"121"
"154",1,1,1,"1284111",16,0,0,-1,NA,NA,NA,610,"111"
"155",1,1,1,"1605111",16,0,0,1,35,0,NA,860,"111"
"156",1,1,1,"1926121",16,0,0,-1,NA,NA,NA,580,"121"
"157",1,1,1,"2247121",16,0,3,0,NA,NA,1,0,"121"
"158",1,1,1,"2568121",16,0,0,0,NA,NA,0,580,"121"
"159",1,1,1,"2889111",16,0,43,0,NA,NA,1,0,"111"
"160",1,1,1,"3210111",16,0,0,1,43,1,NA,610,"111"
"161",1,1,1,"321121",17,0,30,-1,NA,NA,NA,1040,"121"
"162",1,1,1,"642111",17,0,35,-1,NA,NA,NA,1120,"111"
"163",1,1,1,"963121",17,0,50,1,2,0,NA,1590,"121"
"164",1,1,1,"1284111",17,0,5,0,NA,NA,1,0,"111"
"165",1,1,1,"1605111",17,0,0,1,41,0,NA,840,"111"
"166",1,1,1,"1926121",17,0,0,0,NA,NA,0,590,"121"
"167",1,1,1,"2247121",17,0,2,0,NA,NA,0,620,"121"
"168",1,1,1,"2568121",17,0,0,1,0,0,NA,590,"121"
"169",1,1,1,"2889111",17,0,41,0,NA,NA,0,1210,"111"
"170",1,1,1,"3210111",17,0,0,1,5,1,NA,590,"111"
"171",1,1,1,"321121",18,0,25,1,0,0,NA,980,"121"
"172",1,1,1,"642111",18,0,50,1,35,1,NA,1070,"111"
"173",1,1,1,"963121",18,0,50,1,0,0,NA,1360,"121"
"174",1,1,1,"1284111",18,0,50,-1,NA,NA,NA,1070,"111"
"175",1,1,1,"1605111",18,0,0,1,0,0,NA,320,"111"
"176",1,1,1,"1926121",18,0,0,0,NA,NA,0,610,"121"
"177",1,1,1,"2247121",18,0,3,-1,NA,NA,NA,650,"121"
"178",1,1,1,"2568121",18,0,0,0,NA,NA,0,610,"121"
"179",1,1,1,"2889111",18,0,35,0,NA,NA,1,0,"111"
"180",1,1,1,"3210111",18,0,0,0,NA,NA,0,320,"111"
"181",1,1,1,"321121",19,0,40,0,NA,NA,1,0,"121"
"182",1,1,1,"642111",19,0,50,0,NA,NA,1,0,"111"
"183",1,1,1,"963121",19,0,50,1,0,0,NA,1280,"121"
"184",1,1,1,"1284111",19,0,5,0,NA,NA,1,0,"111"
"185",1,1,1,"1605111",19,0,0,-1,NA,NA,NA,520,"111"
"186",1,1,1,"1926121",19,0,0,0,NA,NA,0,530,"121"
"187",1,1,1,"2247121",19,0,3,1,40,1,NA,580,"121"
"188",1,1,1,"2568121",19,0,0,-1,NA,NA,NA,530,"121"
"189",1,1,1,"2889111",19,0,41,1,50,1,NA,1130,"111"
"190",1,1,1,"3210111",19,0,0,1,5,1,NA,520,"111"
"191",1,1,1,"321121",20,0,30,1,0,0,NA,1030,"121"
"192",1,1,1,"642111",20,0,50,1,0,0,NA,1410,"111"
"193",1,1,1,"963121",20,0,50,1,3,0,NA,1580,"121"
"194",1,1,1,"1284111",20,0,5,0,NA,NA,0,740,"111"
"195",1,1,1,"1605111",20,0,0,1,5,0,NA,910,"111"
"196",1,1,1,"1926121",20,0,0,-1,NA,NA,NA,580,"121"
"197",1,1,1,"2247121",20,0,3,0,NA,NA,0,630,"121"
"198",1,1,1,"2568121",20,0,0,0,NA,NA,0,580,"121"
"199",1,1,1,"2889111",20,0,12,-1,NA,NA,NA,840,"111"
"200",1,1,1,"3210111",20,0,0,0,NA,NA,0,660,"111"
"201",1,1,2,"321112",1,0,50,NA,NA,NA,NA,620,"112"
"202",1,1,2,"642122",1,0,0,NA,NA,NA,NA,590,"122"
"203",1,1,2,"963122",1,0,5,NA,NA,NA,NA,670,"122"
"204",1,1,2,"1284122",1,0,50,NA,NA,NA,NA,1340,"122"
"205",1,1,2,"1605112",1,0,45,NA,NA,NA,NA,550,"112"
"206",1,1,2,"1926122",1,0,25,NA,NA,NA,NA,970,"122"
"207",1,1,2,"2247122",1,0,1,NA,NA,NA,NA,610,"122"
"208",1,1,2,"2568112",1,0,50,NA,NA,NA,NA,620,"112"
"209",1,1,2,"2889112",1,0,40,NA,NA,NA,NA,470,"112"
"210",1,1,2,"3210112",1,0,40,NA,NA,NA,NA,470,"112"
"211",1,1,2,"321112",2,0,50,NA,NA,NA,NA,900,"112"
"212",1,1,2,"642122",2,0,0,NA,NA,NA,NA,710,"122"
"213",1,1,2,"963122",2,0,5,NA,NA,NA,NA,780,"122"
"214",1,1,2,"1284122",2,0,50,NA,NA,NA,NA,1460,"122"
"215",1,1,2,"1605112",2,0,40,NA,NA,NA,NA,750,"112"
"216",1,1,2,"1926122",2,0,1,NA,NA,NA,NA,720,"122"
"217",1,1,2,"2247122",2,0,2,NA,NA,NA,NA,740,"122"
"218",1,1,2,"2568112",2,0,40,NA,NA,NA,NA,750,"112"
"219",1,1,2,"2889112",2,0,10,NA,NA,NA,NA,300,"112"
"220",1,1,2,"3210112",2,0,30,NA,NA,NA,NA,600,"112"
"221",1,1,2,"321112",3,0,50,NA,NA,NA,NA,800,"112"
"222",1,1,2,"642122",3,0,0,NA,NA,NA,NA,520,"122"
"223",1,1,2,"963122",3,0,5,NA,NA,NA,NA,590,"122"
"224",1,1,2,"1284122",3,0,50,NA,NA,NA,NA,1270,"122"
"225",1,1,2,"1605112",3,0,40,NA,NA,NA,NA,650,"112"
"226",1,1,2,"1926122",3,0,25,NA,NA,NA,NA,890,"122"
"227",1,1,2,"2247122",3,0,16,NA,NA,NA,NA,760,"122"
"228",1,1,2,"2568112",3,0,30,NA,NA,NA,NA,500,"112"
"229",1,1,2,"2889112",3,0,50,NA,NA,NA,NA,800,"112"
"230",1,1,2,"3210112",3,0,20,NA,NA,NA,NA,350,"112"
"231",1,1,2,"321112",4,0,50,NA,NA,NA,NA,720,"112"
"232",1,1,2,"642122",4,0,0,NA,NA,NA,NA,540,"122"
"233",1,1,2,"963122",4,0,5,NA,NA,NA,NA,610,"122"
"234",1,1,2,"1284122",4,0,50,NA,NA,NA,NA,1290,"122"
"235",1,1,2,"1605112",4,0,35,NA,NA,NA,NA,500,"112"
"236",1,1,2,"1926122",4,0,25,NA,NA,NA,NA,910,"122"
"237",1,1,2,"2247122",4,0,12,NA,NA,NA,NA,720,"122"
"238",1,1,2,"2568112",4,0,30,NA,NA,NA,NA,420,"112"
"239",1,1,2,"2889112",4,0,50,NA,NA,NA,NA,720,"112"
"240",1,1,2,"3210112",4,0,40,NA,NA,NA,NA,570,"112"
"241",1,1,2,"321112",5,0,50,NA,NA,NA,NA,870,"112"
"242",1,1,2,"642122",5,0,0,NA,NA,NA,NA,660,"122"
"243",1,1,2,"963122",5,0,5,NA,NA,NA,NA,730,"122"
"244",1,1,2,"1284122",5,0,50,NA,NA,NA,NA,1410,"122"
"245",1,1,2,"1605112",5,0,25,NA,NA,NA,NA,500,"112"
"246",1,1,2,"1926122",5,0,1,NA,NA,NA,NA,670,"122"
"247",1,1,2,"2247122",5,0,12,NA,NA,NA,NA,840,"122"
"248",1,1,2,"2568112",5,0,10,NA,NA,NA,NA,270,"112"
"249",1,1,2,"2889112",5,0,50,NA,NA,NA,NA,870,"112"
"250",1,1,2,"3210112",5,0,40,NA,NA,NA,NA,720,"112"
"251",1,1,2,"321112",6,0,50,NA,NA,NA,NA,760,"112"
"252",1,1,2,"642122",6,0,20,NA,NA,NA,NA,780,"122"
"253",1,1,2,"963122",6,0,5,NA,NA,NA,NA,550,"122"
"254",1,1,2,"1284122",6,0,50,NA,NA,NA,NA,1230,"122"
"255",1,1,2,"1605112",6,0,48,NA,NA,NA,NA,730,"112"
"256",1,1,2,"1926122",6,0,15,NA,NA,NA,NA,700,"122"
"257",1,1,2,"2247122",6,0,14,NA,NA,NA,NA,690,"122"
"258",1,1,2,"2568112",6,0,10,NA,NA,NA,NA,160,"112"
"259",1,1,2,"2889112",6,0,50,NA,NA,NA,NA,760,"112"
"260",1,1,2,"3210112",6,0,40,NA,NA,NA,NA,610,"112"
"261",1,1,2,"321112",7,0,50,NA,NA,NA,NA,880,"112"
"262",1,1,2,"642122",7,0,20,NA,NA,NA,NA,560,"122"
"263",1,1,2,"963122",7,0,10,NA,NA,NA,NA,410,"122"
"264",1,1,2,"1284122",7,0,50,NA,NA,NA,NA,1010,"122"
"265",1,1,2,"1605112",7,0,38,NA,NA,NA,NA,700,"112"
"266",1,1,2,"1926122",7,0,25,NA,NA,NA,NA,640,"122"
"267",1,1,2,"2247122",7,0,42,NA,NA,NA,NA,890,"122"
"268",1,1,2,"2568112",7,0,5,NA,NA,NA,NA,210,"112"
"269",1,1,2,"2889112",7,0,40,NA,NA,NA,NA,730,"112"
"270",1,1,2,"3210112",7,0,40,NA,NA,NA,NA,730,"112"
"271",1,1,2,"321112",8,0,50,NA,NA,NA,NA,780,"112"
"272",1,1,2,"642122",8,0,20,NA,NA,NA,NA,820,"122"
"273",1,1,2,"963122",8,0,0,NA,NA,NA,NA,520,"122"
"274",1,1,2,"1284122",8,0,50,NA,NA,NA,NA,1270,"122"
"275",1,1,2,"1605112",8,0,50,NA,NA,NA,NA,780,"112"
"276",1,1,2,"1926122",8,0,15,NA,NA,NA,NA,740,"122"
"277",1,1,2,"2247122",8,0,11,NA,NA,NA,NA,680,"122"
"278",1,1,2,"2568112",8,0,4,NA,NA,NA,NA,90,"112"
"279",1,1,2,"2889112",8,0,50,NA,NA,NA,NA,780,"112"
"280",1,1,2,"3210112",8,0,40,NA,NA,NA,NA,630,"112"
"281",1,1,2,"321112",9,0,50,NA,NA,NA,NA,830,"112"
"282",1,1,2,"642122",9,0,20,NA,NA,NA,NA,780,"122"
"283",1,1,2,"963122",9,0,2,NA,NA,NA,NA,510,"122"
"284",1,1,2,"1284122",9,0,45,NA,NA,NA,NA,1150,"122"
"285",1,1,2,"1605112",9,0,40,NA,NA,NA,NA,680,"112"
"286",1,1,2,"1926122",9,0,25,NA,NA,NA,NA,850,"122"
"287",1,1,2,"2247122",9,0,12,NA,NA,NA,NA,660,"122"
"288",1,1,2,"2568112",9,0,3,NA,NA,NA,NA,130,"112"
"289",1,1,2,"2889112",9,0,50,NA,NA,NA,NA,830,"112"
"290",1,1,2,"3210112",9,0,40,NA,NA,NA,NA,680,"112"
"291",1,1,2,"321112",10,0,50,NA,NA,NA,NA,770,"112"
"292",1,1,2,"642122",10,0,20,NA,NA,NA,NA,770,"122"
"293",1,1,2,"963122",10,0,0,NA,NA,NA,NA,470,"122"
"294",1,1,2,"1284122",10,0,50,NA,NA,NA,NA,1220,"122"
"295",1,1,2,"1605112",10,0,30,NA,NA,NA,NA,470,"112"
"296",1,1,2,"1926122",10,0,15,NA,NA,NA,NA,700,"122"
"297",1,1,2,"2247122",10,0,20,NA,NA,NA,NA,770,"122"
"298",1,1,2,"2568112",10,0,25,NA,NA,NA,NA,400,"112"
"299",1,1,2,"2889112",10,0,50,NA,NA,NA,NA,770,"112"
"300",1,1,2,"3210112",10,0,40,NA,NA,NA,NA,620,"112"
"301",1,1,2,"321112",11,0,50,0,NA,NA,1,0,"112"
"302",1,1,2,"642122",11,0,0,-1,NA,NA,NA,690,"122"
"303",1,1,2,"963122",11,0,5,0,NA,NA,0,770,"122"
"304",1,1,2,"1284122",11,0,40,1,15,1,NA,1290,"122"
"305",1,1,2,"1605112",11,0,35,1,40,0,NA,850,"112"
"306",1,1,2,"1926122",11,0,15,0,NA,NA,1,0,"122"
"307",1,1,2,"2247122",11,0,1,1,5,0,NA,960,"122"
"308",1,1,2,"2568112",11,0,10,-1,NA,NA,NA,220,"112"
"309",1,1,2,"2889112",11,0,50,1,50,1,NA,820,"112"
"310",1,1,2,"3210112",11,0,40,0,NA,NA,0,670,"112"
"311",1,1,2,"321112",12,0,50,0,NA,NA,0,950,"112"
"312",1,1,2,"642122",12,0,0,0,NA,NA,0,660,"122"
"313",1,1,2,"963122",12,0,5,0,NA,NA,1,0,"122"
"314",1,1,2,"1284122",12,0,35,-1,NA,NA,NA,1190,"122"
"315",1,1,2,"1605112",12,0,25,1,40,1,NA,570,"112"
"316",1,1,2,"1926122",12,0,15,1,5,1,NA,890,"122"
"317",1,1,2,"2247122",12,0,12,1,0,0,NA,840,"122"
"318",1,1,2,"2568112",12,0,5,-1,NA,NA,NA,270,"112"
"319",1,1,2,"2889112",12,0,40,0,NA,NA,1,0,"112"
"320",1,1,2,"3210112",12,0,40,1,50,0,NA,1050,"112"
"321",1,1,2,"321112",13,0,50,1,50,0,NA,1150,"112"
"322",1,1,2,"642122",13,0,0,-1,NA,NA,NA,590,"122"
"323",1,1,2,"963122",13,0,0,0,NA,NA,0,590,"122"
"324",1,1,2,"1284122",13,0,45,1,0,0,NA,1260,"122"
"325",1,1,2,"1605112",13,0,25,0,NA,NA,0,530,"112"
"326",1,1,2,"1926122",13,0,25,0,NA,NA,1,0,"122"
"327",1,1,2,"2247122",13,0,12,1,25,1,NA,770,"122"
"328",1,1,2,"2568112",13,0,4,-1,NA,NA,NA,210,"112"
"329",1,1,2,"2889112",13,0,50,0,NA,NA,0,900,"112"
"330",1,1,2,"3210112",13,0,40,1,25,0,NA,1000,"112"
"331",1,1,2,"321112",14,0,50,-1,NA,NA,NA,830,"112"
"332",1,1,2,"642122",14,0,0,1,50,0,NA,860,"122"
"333",1,1,2,"963122",14,0,0,1,12,1,NA,610,"122"
"334",1,1,2,"1284122",14,0,50,0,NA,NA,0,1360,"122"
"335",1,1,2,"1605112",14,0,40,1,40,0,NA,930,"112"
"336",1,1,2,"1926122",14,0,15,-1,NA,NA,NA,840,"122"
"337",1,1,2,"2247122",14,0,12,0,NA,NA,1,0,"122"
"338",1,1,2,"2568112",14,0,3,0,NA,NA,0,130,"112"
"339",1,1,2,"2889112",14,0,50,1,3,0,NA,1080,"112"
"340",1,1,2,"3210112",14,0,40,0,NA,NA,0,680,"112"
"341",1,1,2,"321112",15,0,50,1,0,0,NA,970,"112"
"342",1,1,2,"642122",15,0,0,-1,NA,NA,NA,640,"122"
"343",1,1,2,"963122",15,0,0,0,NA,NA,0,640,"122"
"344",1,1,2,"1284122",15,0,45,1,25,0,NA,1560,"122"
"345",1,1,2,"1605112",15,0,15,0,NA,NA,0,450,"112"
"346",1,1,2,"1926122",15,0,25,0,NA,NA,0,1010,"122"
"347",1,1,2,"2247122",15,0,2,1,0,0,NA,670,"122"
"348",1,1,2,"2568112",15,0,0,0,NA,NA,0,220,"112"
"349",1,1,2,"2889112",15,0,50,-1,NA,NA,NA,970,"112"
"350",1,1,2,"3210112",15,0,40,1,15,0,NA,1070,"112"
"351",1,1,2,"321112",16,0,50,0,NA,NA,0,860,"112"
"352",1,1,2,"642122",16,0,0,1,25,0,NA,870,"122"
"353",1,1,2,"963122",16,0,0,-1,NA,NA,NA,620,"122"
"354",1,1,2,"1284122",16,0,50,0,NA,NA,0,1370,"122"
"355",1,1,2,"1605112",16,0,38,0,NA,NA,0,680,"112"
"356",1,1,2,"1926122",16,0,25,0,NA,NA,0,990,"122"
"357",1,1,2,"2247122",16,0,1,1,50,0,NA,880,"122"
"358",1,1,2,"2568112",16,0,0,1,50,0,NA,360,"112"
"359",1,1,2,"2889112",16,0,50,-1,NA,NA,NA,860,"112"
"360",1,1,2,"3210112",16,0,40,1,38,0,NA,960,"112"
"361",1,1,2,"321112",17,0,50,-1,NA,NA,NA,850,"112"
"362",1,1,2,"642122",17,0,0,1,45,0,NA,920,"122"
"363",1,1,2,"963122",17,0,0,0,NA,NA,0,670,"122"
"364",1,1,2,"1284122",17,0,45,0,NA,NA,0,1350,"122"
"365",1,1,2,"1605112",17,0,40,1,40,0,NA,950,"112"
"366",1,1,2,"1926122",17,0,0,1,0,0,NA,670,"122"
"367",1,1,2,"2247122",17,0,20,-1,NA,NA,NA,970,"122"
"368",1,1,2,"2568112",17,0,0,0,NA,NA,0,100,"112"
"369",1,1,2,"2889112",17,0,50,1,0,0,NA,850,"112"
"370",1,1,2,"3210112",17,0,40,0,NA,NA,0,700,"112"
"371",1,1,2,"321112",18,0,50,-1,NA,NA,NA,550,"112"
"372",1,1,2,"642122",18,0,0,1,0,0,NA,610,"122"
"373",1,1,2,"963122",18,0,0,0,NA,NA,0,610,"122"
"374",1,1,2,"1284122",18,0,50,0,NA,NA,1,0,"122"
"375",1,1,2,"1605112",18,0,50,0,NA,NA,0,550,"112"
"376",1,1,2,"1926122",18,0,25,1,50,1,NA,980,"122"
"377",1,1,2,"2247122",18,0,3,-1,NA,NA,NA,650,"122"
